C*******************************************************************************
C
C                          IWFM DEMAND CALCULATOR (IDC)
C                              *** Version 2.1 ***
C
C*******************************************************************************
C
C                            LAND USE DATA FILE
C
C
C             Project :    CALSIM 3.0 Development
C             Filename:    ExistLandUse.dat
C
C******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the area of each
C   agricultural crop, urban and native vegetation area in each subregion.
C
C*******************************************************************************
C                           Land Use Data Specifications
C
C   FACTLN;   Conversion factor for land use area
C   DSSFL ;   The name of the DSS file for data input
C              * Leave blank if DSS file is not used for data input
C
C----------------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C----------------------------------------------------------------------------------------
         43560.0                                     / FACTLN
         .\inputDSS\CS3_LandUseDU.dss                              / DSSFL
C----------------------------------------------------------------------------------------
C                             Land Use Data
C                         (READ FROM THIS FILE)
C
C   List the land use data below, if it will not be read from a DSS file
C   (i.e. DSSFL is left blank above).
C
C   ITLN ;   Time
C   IREGN;   Subregion number
C   AREA ;   Area of each land use type [L^2]
C              1:Crop 1 ; 2:Crop 2 ; 3:Crop 3 ..... NCROP:Crop NCROP ; NCROP+1:Urban ; NCROP+2:Native veg.
C
C  **************************************************************** LU DOCUMENTATION ************************************************
C  **** Values taken from CalSim-III Hydrology Development Project report Table 7-7 Irrigated Crop Acreage by Demand Unit Sacramento River Hydrologic Region ****
C  **** The following assumptions were made to match land use values with latest DU list and names
C	MWH Provided DU acreage	04/22/10	LandUsebyDemandUnit_04.22.10.xlsx
C						IDC DU Name
C		     				8S_NA1
C		                 		8S_NA2
C						9_PR
C						11_PR
C		                                11_SA3
C		 				11_SA4
C						16_NA1
C						16_NA2
C						20_NA1
C						20_NA2
C						24_NA2
C						24_NA3
C  **** RICE ACREAGE HAS BEEN ZEROED-OUT AND IS ACCOUNTED FOR IN RICE POST-PROCESSOR ONLY
C  **********************************************************************************************************************************
C--------------------------------------------------------------------------------------------
C   ITLN             IREGN     AREA[1]    AREA[2]  .....  AREA[NCROP+2]
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C                                                               AREA
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C			IREGN	AL	AP	CO	CR	CU	DB	FI	GR	OG	OR	PA	PO	RI	SB	SF	SO	TH	TM	TR	VI	UR	NV
	4	12		/CALSIM/02_NU_PO/LANDUSE//1MON/EXISTING/
	4	13		/CALSIM/02_NU_RI/LANDUSE//1MON/EXISTING/
	4	14		/CALSIM/02_NU_SB/LANDUSE//1MON/EXISTING/
	4	15		/CALSIM/02_NU_SF/LANDUSE//1MON/EXISTING/
	4	16		/CALSIM/02_NU_SO/LANDUSE//1MON/EXISTING/
	4	17		/CALSIM/02_NU_TH/LANDUSE//1MON/EXISTING/
	4	18		/CALSIM/02_NU_TM/LANDUSE//1MON/EXISTING/
	4	19		/CALSIM/02_NU_TR/LANDUSE//1MON/EXISTING/
	4	20		/CALSIM/02_NU_VI/LANDUSE//1MON/EXISTING/
	4	21		/CALSIM/02_NU_UR/LANDUSE//1MON/EXISTING/
	4	22		/CALSIM/02_NU_NV/LANDUSE//1MON/EXISTING/
	5	1		/CALSIM/02_PU_AL/LANDUSE//1MON/EXISTING/
	5	2		/CALSIM/02_PU_AP/LANDUSE//1MON/EXISTING/
	5	3		/CALSIM/02_PU_CO/LANDUSE//1MON/EXISTING/
	5	4		/CALSIM/02_PU_CR/LANDUSE//1MON/EXISTING/
	5	5		/CALSIM/02_PU_CU/LANDUSE//1MON/EXISTING/
	5	6		/CALSIM/02_PU_DB/LANDUSE//1MON/EXISTING/
	5	7		/CALSIM/02_PU_FI/LANDUSE//1MON/EXISTING/
	5	8		/CALSIM/02_PU_GR/LANDUSE//1MON/EXISTING/
	5	9		/CALSIM/02_PU_OG/LANDUSE//1MON/EXISTING/
	5	10		/CALSIM/02_PU_OR/LANDUSE//1MON/EXISTING/
	5	11		/CALSIM/02_PU_PA/LANDUSE//1MON/EXISTING/
	5	12		/CALSIM/02_PU_PO/LANDUSE//1MON/EXISTING/
	5	13		/CALSIM/02_PU_RI/LANDUSE//1MON/EXISTING/
	5	14		/CALSIM/02_PU_SB/LANDUSE//1MON/EXISTING/
	5	15		/CALSIM/02_PU_SF/LANDUSE//1MON/EXISTING/
	5	16		/CALSIM/02_PU_SO/LANDUSE//1MON/EXISTING/
	5	17		/CALSIM/02_PU_TH/LANDUSE//1MON/EXISTING/
	5	18		/CALSIM/02_PU_TM/LANDUSE//1MON/EXISTING/
	5	19		/CALSIM/02_PU_TR/LANDUSE//1MON/EXISTING/
	5	20		/CALSIM/02_PU_VI/LANDUSE//1MON/EXISTING/
	5	21		/CALSIM/02_PU_UR/LANDUSE//1MON/EXISTING/
	5	22		/CALSIM/02_PU_NV/LANDUSE//1MON/EXISTING/
	6	1		/CALSIM/02_SU_AL/LANDUSE//1MON/EXISTING/
	6	2		/CALSIM/02_SU_AP/LANDUSE//1MON/EXISTING/
	6	3		/CALSIM/02_SU_CO/LANDUSE//1MON/EXISTING/
	6	4		/CALSIM/02_SU_CR/LANDUSE//1MON/EXISTING/
	6	5		/CALSIM/02_SU_CU/LANDUSE//1MON/EXISTING/
	6	6		/CALSIM/02_SU_DB/LANDUSE//1MON/EXISTING/
	6	7		/CALSIM/02_SU_FI/LANDUSE//1MON/EXISTING/
	6	8		/CALSIM/02_SU_GR/LANDUSE//1MON/EXISTING/
	6	9		/CALSIM/02_SU_OG/LANDUSE//1MON/EXISTING/
	6	10		/CALSIM/02_SU_OR/LANDUSE//1MON/EXISTING/
	6	11		/CALSIM/02_SU_PA/LANDUSE//1MON/EXISTING/
	6	12		/CALSIM/02_SU_PO/LANDUSE//1MON/EXISTING/
	6	13		/CALSIM/02_SU_RI/LANDUSE//1MON/EXISTING/
	6	14		/CALSIM/02_SU_SB/LANDUSE//1MON/EXISTING/
	6	15		/CALSIM/02_SU_SF/LANDUSE//1MON/EXISTING/
	6	16		/CALSIM/02_SU_SO/LANDUSE//1MON/EXISTING/
	6	17		/CALSIM/02_SU_TH/LANDUSE//1MON/EXISTING/
	6	18		/CALSIM/02_SU_TM/LANDUSE//1MON/EXISTING/
	6	19		/CALSIM/02_SU_TR/LANDUSE//1MON/EXISTING/
	6	20		/CALSIM/02_SU_VI/LANDUSE//1MON/EXISTING/
	6	21		/CALSIM/02_SU_UR/LANDUSE//1MON/EXISTING/
	6	22		/CALSIM/02_SU_NV/LANDUSE//1MON/EXISTING/
	7	1		/CALSIM/03_NA_AL/LANDUSE//1MON/EXISTING/
	7	2		/CALSIM/03_NA_AP/LANDUSE//1MON/EXISTING/
	7	3		/CALSIM/03_NA_CO/LANDUSE//1MON/EXISTING/
	7	4		/CALSIM/03_NA_CR/LANDUSE//1MON/EXISTING/
	7	5		/CALSIM/03_NA_CU/LANDUSE//1MON/EXISTING/
	7	6		/CALSIM/03_NA_DB/LANDUSE//1MON/EXISTING/
	7	7		/CALSIM/03_NA_FI/LANDUSE//1MON/EXISTING/
	7	8		/CALSIM/03_NA_GR/LANDUSE//1MON/EXISTING/
	7	9		/CALSIM/03_NA_OG/LANDUSE//1MON/EXISTING/
	7	10		/CALSIM/03_NA_OR/LANDUSE//1MON/EXISTING/
	7	11		/CALSIM/03_NA_PA/LANDUSE//1MON/EXISTING/
	7	12		/CALSIM/03_NA_PO/LANDUSE//1MON/EXISTING/
	7	13		/CALSIM/03_NA_RI/LANDUSE//1MON/EXISTING/
	7	14		/CALSIM/03_NA_SB/LANDUSE//1MON/EXISTING/
	7	15		/CALSIM/03_NA_SF/LANDUSE//1MON/EXISTING/
	7	16		/CALSIM/03_NA_SO/LANDUSE//1MON/EXISTING/
	7	17		/CALSIM/03_NA_TH/LANDUSE//1MON/EXISTING/
	7	18		/CALSIM/03_NA_TM/LANDUSE//1MON/EXISTING/
	7	19		/CALSIM/03_NA_TR/LANDUSE//1MON/EXISTING/
	7	20		/CALSIM/03_NA_VI/LANDUSE//1MON/EXISTING/
	7	21		/CALSIM/03_NA_UR/LANDUSE//1MON/EXISTING/
	7	22		/CALSIM/03_NA_NV/LANDUSE//1MON/EXISTING/
	8	1		/CALSIM/03_PA_AL/LANDUSE//1MON/EXISTING/
	8	2		/CALSIM/03_PA_AP/LANDUSE//1MON/EXISTING/
	8	3		/CALSIM/03_PA_CO/LANDUSE//1MON/EXISTING/
	8	4		/CALSIM/03_PA_CR/LANDUSE//1MON/EXISTING/
	8	5		/CALSIM/03_PA_CU/LANDUSE//1MON/EXISTING/
	8	6		/CALSIM/03_PA_DB/LANDUSE//1MON/EXISTING/
	8	7		/CALSIM/03_PA_FI/LANDUSE//1MON/EXISTING/
	8	8		/CALSIM/03_PA_GR/LANDUSE//1MON/EXISTING/
	8	9		/CALSIM/03_PA_OG/LANDUSE//1MON/EXISTING/
	8	10		/CALSIM/03_PA_OR/LANDUSE//1MON/EXISTING/
	8	11		/CALSIM/03_PA_PA/LANDUSE//1MON/EXISTING/
	8	12		/CALSIM/03_PA_PO/LANDUSE//1MON/EXISTING/
	8	13		/CALSIM/03_PA_RI/LANDUSE//1MON/EXISTING/
	8	14		/CALSIM/03_PA_SB/LANDUSE//1MON/EXISTING/
	8	15		/CALSIM/03_PA_SF/LANDUSE//1MON/EXISTING/
	8	16		/CALSIM/03_PA_SO/LANDUSE//1MON/EXISTING/
	8	17		/CALSIM/03_PA_TH/LANDUSE//1MON/EXISTING/
	8	18		/CALSIM/03_PA_TM/LANDUSE//1MON/EXISTING/
	8	19		/CALSIM/03_PA_TR/LANDUSE//1MON/EXISTING/
	8	20		/CALSIM/03_PA_VI/LANDUSE//1MON/EXISTING/
	8	21		/CALSIM/03_PA_UR/LANDUSE//1MON/EXISTING/
	8	22		/CALSIM/03_PA_NV/LANDUSE//1MON/EXISTING/
	9	1		/CALSIM/03_SA_AL/LANDUSE//1MON/EXISTING/
	9	2		/CALSIM/03_SA_AP/LANDUSE//1MON/EXISTING/
	9	3		/CALSIM/03_SA_CO/LANDUSE//1MON/EXISTING/
	9	4		/CALSIM/03_SA_CR/LANDUSE//1MON/EXISTING/
	9	5		/CALSIM/03_SA_CU/LANDUSE//1MON/EXISTING/
	9	6		/CALSIM/03_SA_DB/LANDUSE//1MON/EXISTING/
	9	7		/CALSIM/03_SA_FI/LANDUSE//1MON/EXISTING/
	9	8		/CALSIM/03_SA_GR/LANDUSE//1MON/EXISTING/
	9	9		/CALSIM/03_SA_OG/LANDUSE//1MON/EXISTING/
	9	10		/CALSIM/03_SA_OR/LANDUSE//1MON/EXISTING/
	9	11		/CALSIM/03_SA_PA/LANDUSE//1MON/EXISTING/
	9	12		/CALSIM/03_SA_PO/LANDUSE//1MON/EXISTING/
	9	13		/CALSIM/03_SA_RI/LANDUSE//1MON/EXISTING/
	9	14		/CALSIM/03_SA_SB/LANDUSE//1MON/EXISTING/
	9	15		/CALSIM/03_SA_SF/LANDUSE//1MON/EXISTING/
	9	16		/CALSIM/03_SA_SO/LANDUSE//1MON/EXISTING/
	9	17		/CALSIM/03_SA_TH/LANDUSE//1MON/EXISTING/
	9	18		/CALSIM/03_SA_TM/LANDUSE//1MON/EXISTING/
	9	19		/CALSIM/03_SA_TR/LANDUSE//1MON/EXISTING/
	9	20		/CALSIM/03_SA_VI/LANDUSE//1MON/EXISTING/
	9	21		/CALSIM/03_SA_UR/LANDUSE//1MON/EXISTING/
	9	22		/CALSIM/03_SA_NV/LANDUSE//1MON/EXISTING/
	10	1		/CALSIM/03_NU_AL/LANDUSE//1MON/EXISTING/
	10	2		/CALSIM/03_NU_AP/LANDUSE//1MON/EXISTING/
	10	3		/CALSIM/03_NU_CO/LANDUSE//1MON/EXISTING/
	10	4		/CALSIM/03_NU_CR/LANDUSE//1MON/EXISTING/
	10	5		/CALSIM/03_NU_CU/LANDUSE//1MON/EXISTING/
	10	6		/CALSIM/03_NU_DB/LANDUSE//1MON/EXISTING/
	10	7		/CALSIM/03_NU_FI/LANDUSE//1MON/EXISTING/
	10	8		/CALSIM/03_NU_GR/LANDUSE//1MON/EXISTING/
	10	9		/CALSIM/03_NU_OG/LANDUSE//1MON/EXISTING/
	10	10		/CALSIM/03_NU_OR/LANDUSE//1MON/EXISTING/
	10	11		/CALSIM/03_NU_PA/LANDUSE//1MON/EXISTING/
	10	12		/CALSIM/03_NU_PO/LANDUSE//1MON/EXISTING/
	10	13		/CALSIM/03_NU_RI/LANDUSE//1MON/EXISTING/
	10	14		/CALSIM/03_NU_SB/LANDUSE//1MON/EXISTING/
	10	15		/CALSIM/03_NU_SF/LANDUSE//1MON/EXISTING/
	10	16		/CALSIM/03_NU_SO/LANDUSE//1MON/EXISTING/
	10	17		/CALSIM/03_NU_TH/LANDUSE//1MON/EXISTING/
	10	18		/CALSIM/03_NU_TM/LANDUSE//1MON/EXISTING/
	10	19		/CALSIM/03_NU_TR/LANDUSE//1MON/EXISTING/
	10	20		/CALSIM/03_NU_VI/LANDUSE//1MON/EXISTING/
	10	21		/CALSIM/03_NU_UR/LANDUSE//1MON/EXISTING/
	10	22		/CALSIM/03_NU_NV/LANDUSE//1MON/EXISTING/
	11	1		/CALSIM/03_PU1_AL/LANDUSE//1MON/EXISTING/
	11	2		/CALSIM/03_PU1_AP/LANDUSE//1MON/EXISTING/
	11	3		/CALSIM/03_PU1_CO/LANDUSE//1MON/EXISTING/
	11	4		/CALSIM/03_PU1_CR/LANDUSE//1MON/EXISTING/
	11	5		/CALSIM/03_PU1_CU/LANDUSE//1MON/EXISTING/
	11	6		/CALSIM/03_PU1_DB/LANDUSE//1MON/EXISTING/
	11	7		/CALSIM/03_PU1_FI/LANDUSE//1MON/EXISTING/
	11	8		/CALSIM/03_PU1_GR/LANDUSE//1MON/EXISTING/
	11	9		/CALSIM/03_PU1_OG/LANDUSE//1MON/EXISTING/
	11	10		/CALSIM/03_PU1_OR/LANDUSE//1MON/EXISTING/
	11	11		/CALSIM/03_PU1_PA/LANDUSE//1MON/EXISTING/
	11	12		/CALSIM/03_PU1_PO/LANDUSE//1MON/EXISTING/
	11	13		/CALSIM/03_PU1_RI/LANDUSE//1MON/EXISTING/
	11	14		/CALSIM/03_PU1_SB/LANDUSE//1MON/EXISTING/
	11	15		/CALSIM/03_PU1_SF/LANDUSE//1MON/EXISTING/
	11	16		/CALSIM/03_PU1_SO/LANDUSE//1MON/EXISTING/
	11	17		/CALSIM/03_PU1_TH/LANDUSE//1MON/EXISTING/
	11	18		/CALSIM/03_PU1_TM/LANDUSE//1MON/EXISTING/
	11	19		/CALSIM/03_PU1_TR/LANDUSE//1MON/EXISTING/
	11	20		/CALSIM/03_PU1_VI/LANDUSE//1MON/EXISTING/
	11	21		/CALSIM/03_PU1_UR/LANDUSE//1MON/EXISTING/
	11	22		/CALSIM/03_PU1_NV/LANDUSE//1MON/EXISTING/
	12	1		/CALSIM/03_PU2_AL/LANDUSE//1MON/EXISTING/
	12	2		/CALSIM/03_PU2_AP/LANDUSE//1MON/EXISTING/
	12	3		/CALSIM/03_PU2_CO/LANDUSE//1MON/EXISTING/
	12	4		/CALSIM/03_PU2_CR/LANDUSE//1MON/EXISTING/
	12	5		/CALSIM/03_PU2_CU/LANDUSE//1MON/EXISTING/
	12	6		/CALSIM/03_PU2_DB/LANDUSE//1MON/EXISTING/
	12	7		/CALSIM/03_PU2_FI/LANDUSE//1MON/EXISTING/
	12	8		/CALSIM/03_PU2_GR/LANDUSE//1MON/EXISTING/
	12	9		/CALSIM/03_PU2_OG/LANDUSE//1MON/EXISTING/
	12	10		/CALSIM/03_PU2_OR/LANDUSE//1MON/EXISTING/
	12	11		/CALSIM/03_PU2_PA/LANDUSE//1MON/EXISTING/
	12	12		/CALSIM/03_PU2_PO/LANDUSE//1MON/EXISTING/
	12	13		/CALSIM/03_PU2_RI/LANDUSE//1MON/EXISTING/
	12	14		/CALSIM/03_PU2_SB/LANDUSE//1MON/EXISTING/
	12	15		/CALSIM/03_PU2_SF/LANDUSE//1MON/EXISTING/
	12	16		/CALSIM/03_PU2_SO/LANDUSE//1MON/EXISTING/
	12	17		/CALSIM/03_PU2_TH/LANDUSE//1MON/EXISTING/
	12	18		/CALSIM/03_PU2_TM/LANDUSE//1MON/EXISTING/
	12	19		/CALSIM/03_PU2_TR/LANDUSE//1MON/EXISTING/
	12	20		/CALSIM/03_PU2_VI/LANDUSE//1MON/EXISTING/
	12	21		/CALSIM/03_PU2_UR/LANDUSE//1MON/EXISTING/
	12	22		/CALSIM/03_PU2_NV/LANDUSE//1MON/EXISTING/
	13	1		/CALSIM/03_PU3_AL/LANDUSE//1MON/EXISTING/
	13	2		/CALSIM/03_PU3_AP/LANDUSE//1MON/EXISTING/
	13	3		/CALSIM/03_PU3_CO/LANDUSE//1MON/EXISTING/
	13	4		/CALSIM/03_PU3_CR/LANDUSE//1MON/EXISTING/
	13	5		/CALSIM/03_PU3_CU/LANDUSE//1MON/EXISTING/
	13	6		/CALSIM/03_PU3_DB/LANDUSE//1MON/EXISTING/
	13	7		/CALSIM/03_PU3_FI/LANDUSE//1MON/EXISTING/
	13	8		/CALSIM/03_PU3_GR/LANDUSE//1MON/EXISTING/
	13	9		/CALSIM/03_PU3_OG/LANDUSE//1MON/EXISTING/
	13	10		/CALSIM/03_PU3_OR/LANDUSE//1MON/EXISTING/
	13	11		/CALSIM/03_PU3_PA/LANDUSE//1MON/EXISTING/
	13	12		/CALSIM/03_PU3_PO/LANDUSE//1MON/EXISTING/
	13	13		/CALSIM/03_PU3_RI/LANDUSE//1MON/EXISTING/
	13	14		/CALSIM/03_PU3_SB/LANDUSE//1MON/EXISTING/
	13	15		/CALSIM/03_PU3_SF/LANDUSE//1MON/EXISTING/
	13	16		/CALSIM/03_PU3_SO/LANDUSE//1MON/EXISTING/
	13	17		/CALSIM/03_PU3_TH/LANDUSE//1MON/EXISTING/
	13	18		/CALSIM/03_PU3_TM/LANDUSE//1MON/EXISTING/
	13	19		/CALSIM/03_PU3_TR/LANDUSE//1MON/EXISTING/
	13	20		/CALSIM/03_PU3_VI/LANDUSE//1MON/EXISTING/
	13	21		/CALSIM/03_PU3_UR/LANDUSE//1MON/EXISTING/
	13	22		/CALSIM/03_PU3_NV/LANDUSE//1MON/EXISTING/
	14	1		/CALSIM/03_SU_AL/LANDUSE//1MON/EXISTING/
	14	2		/CALSIM/03_SU_AP/LANDUSE//1MON/EXISTING/
	14	3		/CALSIM/03_SU_CO/LANDUSE//1MON/EXISTING/
	14	4		/CALSIM/03_SU_CR/LANDUSE//1MON/EXISTING/
	14	5		/CALSIM/03_SU_CU/LANDUSE//1MON/EXISTING/
	14	6		/CALSIM/03_SU_DB/LANDUSE//1MON/EXISTING/
	14	7		/CALSIM/03_SU_FI/LANDUSE//1MON/EXISTING/
	14	8		/CALSIM/03_SU_GR/LANDUSE//1MON/EXISTING/
	14	9		/CALSIM/03_SU_OG/LANDUSE//1MON/EXISTING/
	14	10		/CALSIM/03_SU_OR/LANDUSE//1MON/EXISTING/
	14	11		/CALSIM/03_SU_PA/LANDUSE//1MON/EXISTING/
	14	12		/CALSIM/03_SU_PO/LANDUSE//1MON/EXISTING/
	14	13		/CALSIM/03_SU_RI/LANDUSE//1MON/EXISTING/
	14	14		/CALSIM/03_SU_SB/LANDUSE//1MON/EXISTING/
	14	15		/CALSIM/03_SU_SF/LANDUSE//1MON/EXISTING/
	14	16		/CALSIM/03_SU_SO/LANDUSE//1MON/EXISTING/
	14	17		/CALSIM/03_SU_TH/LANDUSE//1MON/EXISTING/
	14	18		/CALSIM/03_SU_TM/LANDUSE//1MON/EXISTING/
	14	19		/CALSIM/03_SU_TR/LANDUSE//1MON/EXISTING/
	14	20		/CALSIM/03_SU_VI/LANDUSE//1MON/EXISTING/
	14	21		/CALSIM/03_SU_UR/LANDUSE//1MON/EXISTING/
	14	22		/CALSIM/03_SU_NV/LANDUSE//1MON/EXISTING/
	15	1		/CALSIM/04_NA_AL/LANDUSE//1MON/EXISTING/
	15	2		/CALSIM/04_NA_AP/LANDUSE//1MON/EXISTING/
	15	3		/CALSIM/04_NA_CO/LANDUSE//1MON/EXISTING/
	15	4		/CALSIM/04_NA_CR/LANDUSE//1MON/EXISTING/
	15	5		/CALSIM/04_NA_CU/LANDUSE//1MON/EXISTING/
	15	6		/CALSIM/04_NA_DB/LANDUSE//1MON/EXISTING/
	15	7		/CALSIM/04_NA_FI/LANDUSE//1MON/EXISTING/
	15	8		/CALSIM/04_NA_GR/LANDUSE//1MON/EXISTING/
	15	9		/CALSIM/04_NA_OG/LANDUSE//1MON/EXISTING/
	15	10		/CALSIM/04_NA_OR/LANDUSE//1MON/EXISTING/
	15	11		/CALSIM/04_NA_PA/LANDUSE//1MON/EXISTING/
	15	12		/CALSIM/04_NA_PO/LANDUSE//1MON/EXISTING/
	15	13		/CALSIM/04_NA_RI/LANDUSE//1MON/EXISTING/
	15	14		/CALSIM/04_NA_SB/LANDUSE//1MON/EXISTING/
	15	15		/CALSIM/04_NA_SF/LANDUSE//1MON/EXISTING/
	15	16		/CALSIM/04_NA_SO/LANDUSE//1MON/EXISTING/
	15	17		/CALSIM/04_NA_TH/LANDUSE//1MON/EXISTING/
	15	18		/CALSIM/04_NA_TM/LANDUSE//1MON/EXISTING/
	15	19		/CALSIM/04_NA_TR/LANDUSE//1MON/EXISTING/
	15	20		/CALSIM/04_NA_VI/LANDUSE//1MON/EXISTING/
	15	21		/CALSIM/04_NA_UR/LANDUSE//1MON/EXISTING/
	15	22		/CALSIM/04_NA_NV/LANDUSE//1MON/EXISTING/
	16	1		/CALSIM/04_PA1_AL/LANDUSE//1MON/EXISTING/
	16	2		/CALSIM/04_PA1_AP/LANDUSE//1MON/EXISTING/
	16	3		/CALSIM/04_PA1_CO/LANDUSE//1MON/EXISTING/
	16	4		/CALSIM/04_PA1_CR/LANDUSE//1MON/EXISTING/
	16	5		/CALSIM/04_PA1_CU/LANDUSE//1MON/EXISTING/
	16	6		/CALSIM/04_PA1_DB/LANDUSE//1MON/EXISTING/
	16	7		/CALSIM/04_PA1_FI/LANDUSE//1MON/EXISTING/
	16	8		/CALSIM/04_PA1_GR/LANDUSE//1MON/EXISTING/
	16	9		/CALSIM/04_PA1_OG/LANDUSE//1MON/EXISTING/
	16	10		/CALSIM/04_PA1_OR/LANDUSE//1MON/EXISTING/
	16	11		/CALSIM/04_PA1_PA/LANDUSE//1MON/EXISTING/
	16	12		/CALSIM/04_PA1_PO/LANDUSE//1MON/EXISTING/
	16	13		/CALSIM/04_PA1_RI/LANDUSE//1MON/EXISTING/
	16	14		/CALSIM/04_PA1_SB/LANDUSE//1MON/EXISTING/
	16	15		/CALSIM/04_PA1_SF/LANDUSE//1MON/EXISTING/
	16	16		/CALSIM/04_PA1_SO/LANDUSE//1MON/EXISTING/
	16	17		/CALSIM/04_PA1_TH/LANDUSE//1MON/EXISTING/
	16	18		/CALSIM/04_PA1_TM/LANDUSE//1MON/EXISTING/
	16	19		/CALSIM/04_PA1_TR/LANDUSE//1MON/EXISTING/
	16	20		/CALSIM/04_PA1_VI/LANDUSE//1MON/EXISTING/
	16	21		/CALSIM/04_PA1_UR/LANDUSE//1MON/EXISTING/
	16	22		/CALSIM/04_PA1_NV/LANDUSE//1MON/EXISTING/
	17	1		/CALSIM/04_PA2_AL/LANDUSE//1MON/EXISTING/
	17	2		/CALSIM/04_PA2_AP/LANDUSE//1MON/EXISTING/
	17	3		/CALSIM/04_PA2_CO/LANDUSE//1MON/EXISTING/
	17	4		/CALSIM/04_PA2_CR/LANDUSE//1MON/EXISTING/
	17	5		/CALSIM/04_PA2_CU/LANDUSE//1MON/EXISTING/
	17	6		/CALSIM/04_PA2_DB/LANDUSE//1MON/EXISTING/
	17	7		/CALSIM/04_PA2_FI/LANDUSE//1MON/EXISTING/
	17	8		/CALSIM/04_PA2_GR/LANDUSE//1MON/EXISTING/
	17	9		/CALSIM/04_PA2_OG/LANDUSE//1MON/EXISTING/
	17	10		/CALSIM/04_PA2_OR/LANDUSE//1MON/EXISTING/
	17	11		/CALSIM/04_PA2_PA/LANDUSE//1MON/EXISTING/
	17	12		/CALSIM/04_PA2_PO/LANDUSE//1MON/EXISTING/
	17	13		/CALSIM/04_PA2_RI/LANDUSE//1MON/EXISTING/
	17	14		/CALSIM/04_PA2_SB/LANDUSE//1MON/EXISTING/
	17	15		/CALSIM/04_PA2_SF/LANDUSE//1MON/EXISTING/
	17	16		/CALSIM/04_PA2_SO/LANDUSE//1MON/EXISTING/
	17	17		/CALSIM/04_PA2_TH/LANDUSE//1MON/EXISTING/
	17	18		/CALSIM/04_PA2_TM/LANDUSE//1MON/EXISTING/
	17	19		/CALSIM/04_PA2_TR/LANDUSE//1MON/EXISTING/
	17	20		/CALSIM/04_PA2_VI/LANDUSE//1MON/EXISTING/
	17	21		/CALSIM/04_PA2_UR/LANDUSE//1MON/EXISTING/
	17	22		/CALSIM/04_PA2_NV/LANDUSE//1MON/EXISTING/
	18	1		/CALSIM/04_NU1_AL/LANDUSE//1MON/EXISTING/
	18	2		/CALSIM/04_NU1_AP/LANDUSE//1MON/EXISTING/
	18	3		/CALSIM/04_NU1_CO/LANDUSE//1MON/EXISTING/
	18	4		/CALSIM/04_NU1_CR/LANDUSE//1MON/EXISTING/
	18	5		/CALSIM/04_NU1_CU/LANDUSE//1MON/EXISTING/
	18	6		/CALSIM/04_NU1_DB/LANDUSE//1MON/EXISTING/
	18	7		/CALSIM/04_NU1_FI/LANDUSE//1MON/EXISTING/
	18	8		/CALSIM/04_NU1_GR/LANDUSE//1MON/EXISTING/
	18	9		/CALSIM/04_NU1_OG/LANDUSE//1MON/EXISTING/
	18	10		/CALSIM/04_NU1_OR/LANDUSE//1MON/EXISTING/
	18	11		/CALSIM/04_NU1_PA/LANDUSE//1MON/EXISTING/
	18	12		/CALSIM/04_NU1_PO/LANDUSE//1MON/EXISTING/
	18	13		/CALSIM/04_NU1_RI/LANDUSE//1MON/EXISTING/
	18	14		/CALSIM/04_NU1_SB/LANDUSE//1MON/EXISTING/
	18	15		/CALSIM/04_NU1_SF/LANDUSE//1MON/EXISTING/
	18	16		/CALSIM/04_NU1_SO/LANDUSE//1MON/EXISTING/
	18	17		/CALSIM/04_NU1_TH/LANDUSE//1MON/EXISTING/
	18	18		/CALSIM/04_NU1_TM/LANDUSE//1MON/EXISTING/
	18	19		/CALSIM/04_NU1_TR/LANDUSE//1MON/EXISTING/
	18	20		/CALSIM/04_NU1_VI/LANDUSE//1MON/EXISTING/
	18	21		/CALSIM/04_NU1_UR/LANDUSE//1MON/EXISTING/
	18	22		/CALSIM/04_NU1_NV/LANDUSE//1MON/EXISTING/
	19	1		/CALSIM/04_NU2_AL/LANDUSE//1MON/EXISTING/
	19	2		/CALSIM/04_NU2_AP/LANDUSE//1MON/EXISTING/
	19	3		/CALSIM/04_NU2_CO/LANDUSE//1MON/EXISTING/
	19	4		/CALSIM/04_NU2_CR/LANDUSE//1MON/EXISTING/
	19	5		/CALSIM/04_NU2_CU/LANDUSE//1MON/EXISTING/
	19	6		/CALSIM/04_NU2_DB/LANDUSE//1MON/EXISTING/
	19	7		/CALSIM/04_NU2_FI/LANDUSE//1MON/EXISTING/
	19	8		/CALSIM/04_NU2_GR/LANDUSE//1MON/EXISTING/
	19	9		/CALSIM/04_NU2_OG/LANDUSE//1MON/EXISTING/
	19	10		/CALSIM/04_NU2_OR/LANDUSE//1MON/EXISTING/
	19	11		/CALSIM/04_NU2_PA/LANDUSE//1MON/EXISTING/
	19	12		/CALSIM/04_NU2_PO/LANDUSE//1MON/EXISTING/
	19	13		/CALSIM/04_NU2_RI/LANDUSE//1MON/EXISTING/
	19	14		/CALSIM/04_NU2_SB/LANDUSE//1MON/EXISTING/
	19	15		/CALSIM/04_NU2_SF/LANDUSE//1MON/EXISTING/
